Date,StoreID,Revenue
2024-10-01,S001,2977.2239999999997
2024-10-03,S001,6598.3305
2024-10-04,S001,2341.7605000000003
2024-10-05,S001,11875.84
2024-10-06,S001,2331.756
2024-10-07,S001,4218.561
2024-10-09,S001,11403.4775
2024-10-10,S001,5229.2295
2024-10-13,S001,11755.21
2024-10-15,S001,923.1719999999999
2024-10-16,S001,12902.663999999999
2024-10-17,S001,15664.6635
2024-10-18,S001,5930.603999999999
2024-10-19,S001,3221.343
2024-10-20,S001,1929.1599999999999
2024-10-21,S001,1988.694
2024-10-22,S001,6880.424
2024-10-23,S001,7900.662
2024-10-24,S001,2398.785
2024-10-25,S001,3042.3794999999996
2024-10-26,S001,5886.036
2024-10-27,S001,3629.52
2024-10-28,S001,5146.2
2024-10-30,S001,1095.72
2024-11-02,S001,4267.9095
2024-11-03,S001,1425.5140000000001
2024-11-04,S001,990.063
2024-11-05,S001,7590.758999999999
2024-11-07,S001,2552.482
2024-11-08,S001,12851.1415
2024-11-09,S001,1224.1599999999999
2024-11-10,S001,10322.7875
2024-11-11,S001,5565.052500000001
2024-11-12,S001,9114.918999999998
2024-11-15,S001,8050.522
2024-11-16,S001,2742.5519999999997
2024-11-17,S001,9222.688
2024-11-19,S001,7105.275
2024-11-20,S001,9275.0875
2024-11-21,S001,12683.517
2024-11-22,S001,2042.4370000000001
2024-11-25,S001,550.631
2024-11-26,S001,4299.882
2024-11-27,S001,7139.613
2024-11-29,S001,9442.92
2024-11-30,S001,4236.773999999999
2024-12-02,S001,3589.9650000000006
2024-12-03,S001,4345.623
2024-12-04,S001,2970.1
2024-12-05,S001,12035.326000000001
2024-12-06,S001,8139.66
2024-12-07,S001,374.0685
2024-12-10,S001,4244.8769999999995
2024-12-11,S001,7304.715
2024-12-12,S001,12580.775000000001
2024-12-15,S001,6908.219999999999
2024-12-17,S001,3582.3599999999997
2024-12-19,S001,6144.267
2024-12-20,S001,695.946
2024-12-21,S001,3193.399
2024-12-22,S001,13990.3
2024-12-23,S001,1336.545
2024-12-24,S001,3077.6865
2024-12-25,S001,1941.221
2024-12-27,S001,860.9565
2024-12-28,S001,4070.4120000000003
2024-12-29,S001,2653.5060000000003
2024-12-31,S001,8993.6415
2025-01-01,S001,6779.142
2025-01-03,S001,24.2915
2025-01-04,S001,4976.535500000001
2025-01-05,S001,1633.0320000000002
2025-01-06,S001,7983.4975
2025-01-08,S001,11862.009
2025-01-09,S001,12940.633
2025-01-11,S001,2800.8279999999995
2025-01-12,S001,640.0909999999999
2025-01-13,S001,2006.9299999999998
2025-01-14,S001,1786.25
2025-01-15,S001,3579.2699999999995
2025-01-17,S001,2844.7205
2025-01-18,S001,11339.183
2025-01-19,S001,647.84
2025-01-20,S001,7516.32
2025-01-21,S001,1165.878
2025-01-22,S001,1029.617
2025-01-23,S001,2436.4674999999997
2025-01-25,S001,4203.7005
2025-01-28,S001,1576.5595
2025-01-29,S001,2128.194
2025-01-30,S001,5470.0275
2025-01-31,S001,1048.302
2025-02-02,S001,1569.2565
2025-02-03,S001,14653.691
2025-02-04,S001,1483.7685
2025-02-09,S001,1596.6995
2025-02-10,S001,1853.77
2025-02-11,S001,3858.3199999999997
2025-02-12,S001,2209.032
2025-02-13,S001,6094.593
2025-02-14,S001,3270.033
2025-02-15,S001,4229.530000000001
2025-02-17,S001,3364.497
2025-02-18,S001,10805.828000000001
2025-02-19,S001,4062.978
2025-02-20,S001,10255.591
2025-02-21,S001,6676.5255
2025-02-22,S001,1036.014
2025-02-23,S001,10529.716
2025-02-25,S001,4979.257500000001
2025-02-26,S001,3725.448
2025-02-27,S001,1952.65
2025-02-28,S001,7858.349499999999
2025-03-02,S001,3198.7174999999997
2025-03-03,S001,1468.5955000000001
2025-03-05,S001,2468.993
2025-03-06,S001,1027.786
2025-03-07,S001,7441.360000000001
2025-03-09,S001,4226.3
2025-03-10,S001,2154.6949999999997
2025-03-11,S001,13533.2645
2025-03-12,S001,10982.346
2025-03-13,S001,1855.0175
2025-03-14,S001,4575.472
2025-03-15,S001,4207.856
2025-03-16,S001,2968.617
2025-03-17,S001,6432.75
2025-03-18,S001,15096.8935
2025-03-19,S001,11710.96
2025-03-21,S001,5561.3099999999995
2025-03-22,S001,13614.485
2025-03-23,S001,2974.287
2025-03-24,S001,116.96
2025-03-25,S001,1096.956
2025-03-29,S001,1612.9440000000002
2025-03-30,S001,1972.296
2025-03-31,S001,5396.91
2025-04-01,S001,3826.8374999999996
2025-04-02,S001,2444.974
2025-04-03,S001,9038.709
2025-04-04,S001,209.423
2025-04-06,S001,4984.44
2025-04-07,S001,4865.44
2025-04-09,S001,2162.7400000000002
2025-04-11,S001,2298.9950000000003
2025-04-12,S001,417.164
2025-04-13,S001,1165.37
2025-04-14,S001,10905.964499999998
2025-04-16,S001,3313.5480000000002
2025-04-17,S001,9294.463
2025-04-18,S001,4834.474
2025-04-19,S001,12559.1055
2025-04-20,S001,15885.433
2025-04-22,S001,127.85
2025-04-24,S001,10266.57
2025-04-25,S001,14838.054
2025-04-27,S001,9558.96
2025-04-29,S001,1134.8
2025-04-30,S001,9674.200499999999
2025-05-01,S001,311.8905
2025-05-02,S001,12490.0335
2025-05-03,S001,24102.0405
2025-05-04,S001,1622.8200000000002
2025-05-05,S001,9356.5005
2025-05-06,S001,4414.527
2025-05-08,S001,6595.072000000001
2025-05-09,S001,6410.284500000001
2025-05-10,S001,6203.368499999999
2025-05-11,S001,1379.3970000000002
2025-05-12,S001,10072.833999999999
2025-05-13,S001,6093.302
2025-05-14,S001,1929.944
2025-05-15,S001,9542.187
2025-05-16,S001,4135.624
2025-05-17,S001,1926.2250000000001
2025-05-19,S001,15653.326000000001
2025-05-21,S001,10583.082499999999
2025-05-22,S001,7679.4800000000005
2025-05-26,S001,17664.6135
2025-05-27,S001,12013.720000000001
2025-05-28,S001,1353.9959999999999
2025-05-29,S001,3435.021
2025-05-30,S001,1868.393
2025-06-01,S001,3012.6420000000003
2025-06-02,S001,2416.9500000000003
2025-06-03,S001,4689.508
2025-06-05,S001,6386.798
2025-06-06,S001,7899.6875
2025-06-07,S001,10546.795
2025-06-08,S001,3317.1455
2025-06-09,S001,11039.133999999998
2025-06-10,S001,4622.168
2025-06-12,S001,418.846
2025-06-13,S001,1451.8815
2025-06-15,S001,11137.856
2025-06-16,S001,1351.314
2025-06-18,S001,12068.9925
2025-06-19,S001,4857.219
2025-06-20,S001,3560.361
2025-06-21,S001,1242.85
2025-06-22,S001,7819.322999999999
2025-06-23,S001,2038.466
2025-06-25,S001,3966.7744999999995
2025-06-26,S001,5559.034
2025-06-27,S001,3903.3799999999997
2025-06-28,S001,8106.454
2025-06-29,S001,3403.2419999999997
2025-06-30,S001,8366.5305
2025-07-01,S001,1036.014
2025-07-03,S001,777.822
2025-07-04,S001,1484.3085
2025-07-05,S001,3221.343
2025-07-06,S001,3508.9444999999996
2025-07-09,S001,1920.273
2025-07-11,S001,9078.595
2025-07-12,S001,10533.246
2025-07-13,S001,3363.0299999999997
2025-07-14,S001,3570.2519999999995
2025-07-15,S001,9358.4215
2025-07-16,S001,1878.47
2025-07-18,S001,19959.2475
2025-07-20,S001,1187.4499999999998
2025-07-22,S001,5832.4455
2025-07-24,S001,5141.418
2025-07-25,S001,2290.1435
2025-07-26,S001,973.6920000000001
2025-07-27,S001,6034.0650000000005
2025-07-28,S001,2268.8279999999995
2025-07-29,S001,9392.35
2025-07-30,S001,5127.0644999999995
2025-07-31,S001,5896.48
2025-08-02,S001,4453.919
2025-08-03,S001,968.633
2025-08-06,S001,7421.5425000000005
2025-08-07,S001,3176.917
2025-08-08,S001,15418.126
2025-08-11,S001,13742.811000000002
2025-08-13,S001,2632.5009999999997
2025-08-14,S001,1081.8
2025-08-15,S001,6346.512000000001
2025-08-16,S001,1597.2179999999998
2025-08-17,S001,3569.093
2025-08-19,S001,5836.611
2025-08-20,S001,858.3
2025-08-22,S001,4093.8
2025-08-23,S001,13128.613
2025-08-24,S001,9456.222
2025-08-25,S001,2542.994
2025-08-26,S001,468.12199999999996
2025-08-27,S001,3313.5480000000002
2025-08-28,S001,6673.572
2025-08-29,S001,1107.1014999999998
2025-08-31,S001,1562.005
2025-09-01,S001,4824.86
2025-09-02,S001,959.5139999999999
2025-09-03,S001,12452.141500000002
2025-09-07,S001,6081.799999999999
2025-09-08,S001,4589.5325
2023-09-11,S002,2948.24
2023-09-14,S002,6314.086
2023-09-15,S002,6640.3275
2023-09-16,S002,123.19
2023-09-17,S002,5473.62
2023-09-18,S002,453.62
2023-09-19,S002,4708.361499999999
2023-09-20,S002,8686.748
2023-09-21,S002,3432.4305000000004
2023-09-22,S002,7566.633
2023-09-23,S002,3101.718
2023-09-24,S002,97.166
2023-09-26,S002,4806.975
2023-09-27,S002,2067.812
2023-09-28,S002,3639.7065
2023-09-29,S002,2786.908
2023-10-01,S002,4009.6349999999998
2023-10-03,S002,7619.733
2023-10-04,S002,1208.4750000000001
2023-10-05,S002,2802.482
2023-10-06,S002,3551.7760000000003
2023-10-07,S002,1661.408
2023-10-09,S002,5896.48
2023-10-11,S002,7021.062
2023-10-12,S002,6314.655500000001
2023-10-13,S002,12819.603500000001
2023-10-14,S002,5102.45
2023-10-15,S002,9905.769
2023-10-16,S002,13348.101999999999
2023-10-17,S002,6501.284
2023-10-18,S002,3579.146
2023-10-19,S002,4974.9884999999995
2023-10-24,S002,1819.2124999999999
2023-10-26,S002,3418.0429999999997
2023-10-27,S002,5789.475
2023-10-28,S002,4533.741999999999
2023-10-29,S002,2723.9040000000005
2023-10-31,S002,964.972
2023-11-01,S002,994.28
2023-11-02,S002,3540.7619999999997
2023-11-03,S002,8842.064
2023-11-04,S002,8814.6
2023-11-05,S002,9197.818500000001
2023-11-06,S002,7900.358499999999
2023-11-07,S002,314.1345
2023-11-08,S002,2730.5965
2023-11-09,S002,2864.7735000000002
2023-11-11,S002,1473.768
2023-11-12,S002,647.84
2023-11-14,S002,5070.6325
2023-11-15,S002,844.731
2023-11-17,S002,7135.615499999999
2023-11-18,S002,8534.003
2023-11-19,S002,5744.12
2023-11-20,S002,4160.2225
2023-11-22,S002,3649.1059999999998
2023-11-24,S002,1360.8600000000001
2023-11-25,S002,208.582
2023-11-26,S002,914.1299999999999
2023-11-28,S002,7979.644
2023-11-29,S002,8979.329000000002
2023-12-01,S002,7992.248500000001
2023-12-02,S002,2812.3740000000003
2023-12-04,S002,10386.630000000001
2023-12-05,S002,6394.5785
2023-12-08,S002,1411.9165
2023-12-09,S002,6413.3825
2023-12-10,S002,5940.2
2023-12-11,S002,7195.88
2023-12-13,S002,4689.710999999999
2023-12-14,S002,7436.0815
2023-12-15,S002,3023.2369999999996
2023-12-16,S002,1426.387
2023-12-18,S002,1379.3970000000002
2023-12-20,S002,1295.0175
2023-12-21,S002,7360.2045
2023-12-22,S002,1045.7504999999999
2023-12-23,S002,7776.64
2023-12-26,S002,3781.8640000000005
2023-12-27,S002,697.167
2023-12-28,S002,4239.1185000000005
2023-12-29,S002,1208.6185
2023-12-30,S002,6059.866
2023-12-31,S002,6937.1275
2024-01-01,S002,6586.036999999999
2024-01-02,S002,6575.450000000001
2024-01-03,S002,6659.586
2024-01-04,S002,2866.274
2024-01-05,S002,492.76
2024-01-06,S002,6837.798999999999
2024-01-08,S002,5645.48
2024-01-09,S002,2492.22
2024-01-10,S002,1400.4139999999998
2024-01-13,S002,7063.25
2024-01-14,S002,7051.68
2024-01-15,S002,2829.794
2024-01-16,S002,4833.900000000001
2024-01-18,S002,3238.3634999999995
2024-01-19,S002,4717.035
2024-01-20,S002,11975.278
2024-01-21,S002,5662.656999999999
2024-01-22,S002,6758.370000000001
2024-01-23,S002,811.3499999999999
2024-01-25,S002,3336.786
2024-01-26,S002,3605.1879999999996
2024-01-27,S002,4533.741999999999
2024-01-28,S002,6144.9
2024-01-29,S002,7131.9349999999995
2024-01-30,S002,7195.88
2024-01-31,S002,17105.9
2024-02-01,S002,209.423
2024-02-02,S002,3244.1865
2024-02-03,S002,123.19
2024-02-04,S002,4488.654
2024-02-05,S002,4713.147
2024-02-06,S002,8211.678999999998
2024-02-07,S002,3292.7664999999997
2024-02-09,S002,7857.432
2024-02-10,S002,860.9565
2024-02-11,S002,4009.4485000000004
2024-02-14,S002,3473.685
2024-02-16,S002,3085.5029999999997
2024-02-17,S002,3885.747
2024-02-18,S002,698.868
2024-02-19,S002,1651.1850000000002
2024-02-20,S002,22080.5235
2024-02-21,S002,5665.598999999999
2024-02-23,S002,7866.514
2024-02-25,S002,7495.110000000001
2024-02-26,S002,10321.651499999998
2024-03-02,S002,13891.1075
2024-03-04,S002,1078.06
2024-03-05,S002,1360.8600000000001
2024-03-06,S002,3597.1945
2024-03-07,S002,4419.5675
2024-03-08,S002,93.313
2024-03-09,S002,6982.44
2024-03-10,S002,11129.797499999999
2024-03-11,S002,2030.0039999999997
2024-03-12,S002,1145.007
2024-03-13,S002,11487.2385
2024-03-16,S002,1559.4525
2024-03-19,S002,1326.7079999999999
2024-03-21,S002,3707.54
2024-03-22,S002,5875.3060000000005
2024-03-23,S002,9601.2425
2024-03-24,S002,1286.55
2024-03-26,S002,12371.711
2024-03-28,S002,1391.892
2024-03-29,S002,8621.801
2024-03-30,S002,3962.2579999999994
2024-03-31,S002,3979.227
2024-04-01,S002,4794.45
2024-04-02,S002,6788.239
2024-04-03,S002,8952.103000000001
2024-04-04,S002,5624.7480000000005
2024-04-05,S002,5454.6965
2024-04-07,S002,1575.7045
2024-04-08,S002,9946.372
2024-04-09,S002,2042.059
2024-04-13,S002,8802.563
2024-04-15,S002,863.396
2024-04-17,S002,5396.91
2024-04-18,S002,3591.54
2024-04-19,S002,15898.091999999999
2024-04-22,S002,9053.606
2024-04-23,S002,1211.0034999999998
2024-04-24,S002,23228.424
2024-04-25,S002,6116.498
2024-04-26,S002,4070.4120000000003
2024-04-27,S002,4565.349999999999
2024-04-28,S002,447.426
2024-04-29,S002,1208.6185
2024-05-01,S002,7409.329999999999
2024-05-02,S002,10513.506
2024-05-03,S002,9081.576000000001
2024-05-04,S002,5239.5205
2024-05-06,S002,167.73899999999998
2024-05-08,S002,2627.4195000000004
2024-05-09,S002,2454.48
2024-05-10,S002,6570.721
2024-05-11,S002,1166.112
2024-05-12,S002,1471.509
2024-05-13,S002,256.92749999999995
2024-05-14,S002,7643.63
2024-05-15,S002,2229.2235
2024-05-16,S002,3984.274
2024-05-18,S002,7904.987999999999
2024-05-19,S002,329.34000000000003
2024-05-20,S002,229.8825
2024-05-23,S002,9294.742499999998
2024-05-25,S002,776.52
2024-05-26,S002,7029.540000000001
2024-05-27,S002,5106.6
2024-05-28,S002,8786.028
2024-05-29,S002,17692.215
2024-05-30,S002,259.0035
2024-05-31,S002,4587.855
2024-06-04,S002,1775.8880000000001
2024-06-05,S002,14653.152
2024-06-06,S002,7859.1759999999995
2024-06-07,S002,1559.4525
2024-06-10,S002,9243.4355
2024-06-11,S002,14163.098
2024-06-12,S002,7183.018
2024-06-13,S002,2220.758
2024-06-15,S002,9427.7595
2024-06-16,S002,1222.2224999999999
2024-06-17,S002,5390.3
2024-06-18,S002,3159.875
2024-06-20,S002,3364.497
2024-06-22,S002,7648.808000000001
2024-06-23,S002,2139.706
2024-06-24,S002,7801.99
2024-06-25,S002,11086.325
2024-06-26,S002,279.939
2024-06-27,S002,2500.0339999999997
2024-06-28,S002,2824.1475
2024-06-29,S002,8876.565
2024-06-30,S002,7482.5755
2024-07-01,S002,24.2915
2024-07-02,S002,1246.11
2024-07-03,S002,860.9565
2024-07-04,S002,12248.904
2024-07-05,S002,2021.34
2024-07-06,S002,3791.3360000000002
2024-07-09,S002,1224.7740000000001
2024-07-10,S002,3347.38
2024-07-12,S002,4995.1404999999995
2024-07-14,S002,3479.73
2024-07-16,S002,7812.150000000001
2024-07-18,S002,8689.894499999999
2024-07-22,S002,5566.399
2024-07-24,S002,3355.2749999999996
2024-07-26,S002,9833.3265
2024-07-27,S002,1091.5275000000001
2024-07-29,S002,1510.7375
2024-07-30,S002,4034.0885
2024-07-31,S002,4625.1925
2024-08-02,S002,8412.314499999999
2024-08-03,S002,23.013
2024-08-04,S002,55.556
2024-08-06,S002,8339.9295
2024-08-07,S002,4178.236
2024-08-08,S002,2274.642
2024-08-09,S002,3969.632
2024-08-10,S002,1216.36
2024-08-11,S002,10553.29
2024-08-12,S002,660.0419999999999
2024-08-13,S002,2398.785
2024-08-14,S002,1475.388
2024-08-15,S002,1284.6375
2024-08-16,S002,5339.259
2024-08-17,S002,11192.901999999998
2024-08-20,S002,3984.1965
2024-08-21,S002,1231.373
2024-08-22,S002,7546.08
2024-08-23,S002,6284.196
2024-08-24,S002,1048.8329999999999
2024-08-25,S002,5857.950000000001
2024-08-26,S002,1165.878
2024-08-28,S002,1394.334
2024-08-29,S002,3100.9300000000003
2024-08-30,S002,4149.18
2024-08-31,S002,2097.6659999999997
2024-09-01,S002,5764.937999999999
2024-09-02,S002,647.3900000000001
2024-09-03,S002,10115.381000000001
2024-09-04,S002,10589.125499999998
2024-09-05,S002,1747.17
2024-09-07,S002,1247.562
2024-09-08,S002,1426.387
2024-09-09,S002,7278.368
2024-09-11,S002,8265.52
2024-09-12,S002,23.013
2024-09-14,S002,1165.878
2024-09-15,S002,4847.09
2024-09-16,S002,6596.086499999999
2024-09-17,S002,8589.6245
2024-09-18,S002,9318.96
2024-09-19,S002,6027.964
2024-09-20,S002,8525.9895
2024-09-21,S002,1929.1599999999999
2024-09-24,S002,1835.8925000000002
2024-09-25,S002,2943.018
2024-09-26,S002,14815.3775
2024-09-27,S002,4135.624
2024-09-28,S002,4414.527
2024-09-29,S002,3058.249
2024-10-02,S002,3858.3199999999997
2024-10-03,S002,15941.642
2024-10-04,S002,12162.383999999998
2024-10-05,S002,12018.26
2024-10-08,S002,5705.132
2024-10-10,S002,7441.695000000001
2024-10-11,S002,2149.4159999999997
2024-10-13,S002,5021.07
2024-10-14,S002,443.484
2024-10-15,S002,248.57
2024-10-17,S002,906.4425
2024-10-18,S002,5919.022499999999
2024-10-20,S002,9781.489500000001
2024-10-21,S002,6463.255
2024-10-23,S002,5346.18
2024-10-24,S002,109.78
2024-10-27,S002,8484.191
2024-10-28,S002,2198.0685000000003
2024-10-29,S002,1924.344
2024-10-30,S002,6751.68
2024-10-31,S002,6713.75
2024-11-02,S002,7983.4975
2024-11-03,S002,385.577
2024-11-04,S002,3336.786
2024-11-05,S002,5249.6669999999995
